year,country,type,n,region,subregion,intermediate_region,least_developed,land_locked_developing,small_island_developing,code_region,code_subregion,code_intermediate_region,code_m49,code_iso_alpha2,code_iso_alpha3
2009,Germany,pv,4964523,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2009,Germany,cv,245334,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2009,Hungary,pv,212773,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2009,Hungary,cv,1770,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2009,India,pv,2175220,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2009,India,cv,466330,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2009,Indonesia,pv,352172,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2009,Indonesia,cv,112644,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2009,Iran,pv,1170503,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2009,Iran,cv,223572,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2009,Italy,pv,661100,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2009,Italy,cv,182139,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2009,Japan,pv,6862161,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2009,Japan,cv,1071896,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2009,Malaysia,pv,447002,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2009,Malaysia,cv,42267,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2009,Mexico,pv,942876,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2009,Mexico,cv,618176,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2009,Netherlands,pv,50620,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2009,Netherlands,cv,26131,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2009,Poland,pv,818800,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2009,Poland,cv,60198,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2009,Portugal,pv,101680,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2009,Portugal,cv,24335,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2009,Romania,pv,279320,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2009,Romania,cv,17178,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2009,Russia,pv,599265,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2009,Russia,cv,125747,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2009,Serbia,pv,16337,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2009,Serbia,cv,401,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2009,Slovakia,pv,461340,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2009,Slovakia,cv,0,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2009,Slovenia,pv,202570,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2009,Slovenia,cv,10179,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2009,South Africa,pv,222981,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2009,South Africa,cv,150942,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2009,South Korea,pv,3158417,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2009,South Korea,cv,354509,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2009,Spain,pv,1812688,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2009,Spain,cv,357390,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2009,Sweden,pv,128738,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2009,Sweden,cv,27698,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2009,Taiwan,pv,183986,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2009,Taiwan,cv,42370,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2009,Thailand,pv,313442,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2009,Thailand,cv,685936,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2009,Turkey,pv,510931,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2009,Turkey,cv,358674,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2009,Ukraine,pv,65646,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2009,Ukraine,cv,3649,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2009,United Kingdom,pv,999460,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2009,United Kingdom,cv,90679,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2009,USA,pv,2195588,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2009,USA,cv,3513843,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2009,Uzbekistan,pv,110200,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2009,Uzbekistan,cv,7700,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2009,Others,pv,302354,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Others,cv,105010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Argentina,pv,508401,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2010,Argentina,cv,208139,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2010,Australia,pv,205334,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2010,Australia,cv,38673,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2010,Austria,pv,86183,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2010,Austria,cv,18814,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2010,Belgium,pv,528996,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2010,Belgium,cv,26306,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2010,Brazil,pv,2584690,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2010,Brazil,cv,797038,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2010,Canada,pv,967077,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2010,Canada,cv,1101112,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2010,China,pv,13897083,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2010,China,cv,4367678,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2010,Czech Republic,pv,1069518,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2010,Czech Republic,cv,6866,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2010,Egypt,pv,76412,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2010,Egypt,cv,40271,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2010,Finland,pv,6385,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2010,Finland,cv,280,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2010,France,pv,1924171,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2010,France,cv,305250,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2010,Germany,pv,5552409,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2010,Germany,cv,353576,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2010,Hungary,pv,208571,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2010,Hungary,cv,2890,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2010,India,pv,2831542,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2010,India,cv,725531,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2010,Indonesia,pv,496524,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2010,Indonesia,cv,205984,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2010,Iran,pv,1367014,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2010,Iran,cv,232440,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2010,Italy,pv,573169,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2010,Italy,cv,265017,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2010,Japan,pv,8310362,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2010,Japan,cv,1318558,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2010,Malaysia,pv,522568,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2010,Malaysia,cv,45147,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2010,Mexico,pv,1386148,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2010,Mexico,cv,956134,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2010,Netherlands,pv,48025,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2010,Netherlands,cv,46107,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2010,Poland,pv,785000,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2010,Poland,cv,84474,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2010,Portugal,pv,114563,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2010,Portugal,cv,44166,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2010,Romania,pv,323587,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2010,Romania,cv,27325,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2010,Russia,pv,1208362,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2010,Russia,cv,194882,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2010,Serbia,pv,14551,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2010,Serbia,cv,649,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2010,Slovakia,pv,561933,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2010,Slovakia,cv,0,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2010,Slovenia,pv,201039,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2010,Slovenia,cv,10301,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2010,South Africa,pv,295394,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2010,South Africa,cv,176655,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2010,South Korea,pv,3866206,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2010,South Korea,cv,405535,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2010,Spain,pv,1913513,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2010,Spain,cv,474387,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2010,Sweden,pv,177084,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2010,Sweden,cv,40000,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2010,Taiwan,pv,251490,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2010,Taiwan,cv,51966,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2010,Thailand,pv,554387,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2010,Thailand,cv,1090126,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2010,Turkey,pv,603394,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2010,Turkey,cv,491163,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2010,Ukraine,pv,75261,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2010,Ukraine,cv,7872,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2010,United Kingdom,pv,1270444,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2010,United Kingdom,cv,123019,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2010,USA,pv,2731105,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2010,USA,cv,5011988,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2010,Uzbekistan,pv,130400,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2010,Uzbekistan,cv,26480,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2010,Others,pv,373587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Others,cv,113198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Argentina,pv,577233,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2011,Argentina,cv,251538,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2011,Australia,pv,189503,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2011,Australia,cv,34690,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2011,Austria,pv,130343,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2011,Austria,cv,22162,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2011,Belgium,pv,560779,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2011,Belgium,cv,34305,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2011,Brazil,pv,2519389,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2011,Brazil,cv,888472,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2011,Canada,pv,990482,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2011,Canada,cv,1144639,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2011,China,pv,14485326,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2011,China,cv,3933550,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2011,Czech Republic,pv,1191968,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2011,Czech Republic,cv,7877,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2011,Egypt,pv,53072,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2011,Egypt,cv,28659,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2011,Finland,pv,2540,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2011,Finland,cv,91,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2011,France,pv,1931030,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2011,France,cv,311898,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2011,Germany,pv,5871918,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2011,Germany,cv,275030,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2011,Hungary,pv,211218,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2011,Hungary,cv,2313,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2011,India,pv,3040144,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2011,India,cv,887267,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2011,Indonesia,pv,562250,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2011,Indonesia,cv,276138,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2011,Iran,pv,1412803,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2011,Iran,cv,236508,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2011,Italy,pv,485606,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2011,Italy,cv,304742,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2011,Japan,pv,7158525,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2011,Japan,cv,1240105,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2011,Malaysia,pv,488441,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2011,Malaysia,cv,45254,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2011,Mexico,pv,1657080,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2011,Mexico,cv,1023970,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2011,Netherlands,pv,40772,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2011,Netherlands,cv,32379,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2011,Poland,pv,741000,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2011,Poland,cv,97133,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2011,Portugal,pv,141779,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2011,Portugal,cv,50463,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2011,Romania,pv,310243,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2011,Romania,cv,24989,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2011,Russia,pv,1744097,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2011,Russia,cv,246058,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2011,Serbia,pv,10227,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2011,Serbia,cv,796,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2011,Slovakia,pv,639763,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2011,Slovakia,cv,0,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2011,Slovenia,pv,168955,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2011,Slovenia,cv,5164,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2011,South Africa,pv,312265,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2011,South Africa,cv,220280,Africa,Sub-Saharan Africa,Southern Africa,0,0,0,2,202,18,710,ZA,ZAF
2011,South Korea,pv,4221617,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2011,South Korea,cv,435477,Asia,Eastern Asia,NA,0,0,0,142,30,NA,410,KR,KOR
2011,Spain,pv,1839068,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2011,Spain,cv,534261,Europe,Southern Europe,NA,0,0,0,150,39,NA,724,ES,ESP
2011,Sweden,pv,188969,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2011,Sweden,cv,NA,Europe,Northern Europe,NA,0,0,0,150,154,NA,752,SE,SWE
2011,Taiwan,pv,288523,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2011,Taiwan,cv,54773,Asia,Eastern Asia,NA,0,0,0,142,30,NA,NA,CN-TW,TWN
2011,Thailand,pv,537987,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2011,Thailand,cv,919811,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,764,TH,THA
2011,Turkey,pv,639734,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2011,Turkey,cv,549397,Asia,Western Asia,NA,0,0,0,142,145,NA,792,TR,TUR
2011,Ukraine,pv,97585,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2011,Ukraine,cv,7069,Europe,Eastern Europe,NA,0,0,0,150,151,NA,804,UA,UKR
2011,United Kingdom,pv,1343810,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2011,United Kingdom,cv,120189,Europe,Northern Europe,NA,0,0,0,150,154,NA,826,GB,GBR
2011,USA,pv,2976991,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2011,USA,cv,5684544,Americas,Northern America,NA,0,0,0,19,21,NA,840,US,USA
2011,Uzbekistan,pv,146300,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2011,Uzbekistan,cv,33260,Asia,Central Asia,NA,0,1,0,142,143,NA,860,UZ,UZB
2011,Others,pv,367138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Others,cv,124373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Argentina,pv,497376,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2012,Argentina,cv,267119,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,32,AR,ARG
2012,Australia,pv,189949,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2012,Australia,cv,36553,Oceania,Australia and New Zealand,NA,0,0,0,9,53,NA,36,AU,AUS
2012,Austria,pv,123602,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2012,Austria,cv,19487,Europe,Western Europe,NA,0,0,0,150,155,NA,40,AT,AUT
2012,Belgium,pv,504616,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2012,Belgium,cv,34232,Europe,Western Europe,NA,0,0,0,150,155,NA,56,BE,BEL
2012,Brazil,pv,2589236,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2012,Brazil,cv,813272,Americas,Latin America and the Caribbean,South America,0,0,0,19,419,5,76,BR,BRA
2012,Canada,pv,1040298,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2012,Canada,cv,1423066,Americas,Northern America,NA,0,0,0,19,21,NA,124,CA,CAN
2012,China,pv,15523658,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2012,China,cv,3748150,Asia,Eastern Asia,NA,0,0,0,142,30,NA,156,CN,CHN
2012,Czech Republic,pv,1171774,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2012,Czech Republic,cv,7221,Europe,Eastern Europe,NA,0,0,0,150,151,NA,203,CZ,CZE
2012,Egypt,pv,36880,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2012,Egypt,cv,19600,Africa,Northern Africa,NA,0,0,0,2,15,NA,818,EG,EGY
2012,Finland,pv,8600,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2012,Finland,cv,88,Europe,Northern Europe,NA,0,0,0,150,154,NA,246,FI,FIN
2012,France,pv,1682814,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2012,France,cv,284951,Europe,Western Europe,NA,0,0,0,150,155,NA,250,FR,FRA
2012,Germany,pv,5388459,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2012,Germany,cv,260801,Europe,Western Europe,NA,0,0,0,150,155,NA,276,DE,DEU
2012,Hungary,pv,215440,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2012,Hungary,cv,2400,Europe,Eastern Europe,NA,0,0,0,150,151,NA,348,HU,HUN
2012,India,pv,3296240,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2012,India,cv,878473,Asia,Southern Asia,NA,0,0,0,142,34,NA,356,IN,IND
2012,Indonesia,pv,745144,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2012,Indonesia,cv,307751,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,360,ID,IDN
2012,Iran,pv,856927,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2012,Iran,cv,143162,Asia,Southern Asia,NA,0,0,0,142,34,NA,364,IR,IRN
2012,Italy,pv,396817,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2012,Italy,cv,274951,Europe,Southern Europe,NA,0,0,0,150,39,NA,380,IT,ITA
2012,Japan,pv,8554503,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2012,Japan,cv,1388574,Asia,Eastern Asia,NA,0,0,0,142,30,NA,392,JP,JPN
2012,Malaysia,pv,509621,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2012,Malaysia,cv,59999,Asia,South-eastern Asia,NA,0,0,0,142,35,NA,458,MY,MYS
2012,Mexico,pv,1810007,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2012,Mexico,cv,1191807,Americas,Latin America and the Caribbean,Central America,0,0,0,19,419,13,484,MX,MEX
2012,Netherlands,pv,24895,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2012,Netherlands,cv,30744,Europe,Western Europe,NA,0,0,0,150,155,NA,528,NL,NLD
2012,Poland,pv,539671,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2012,Poland,cv,115085,Europe,Eastern Europe,NA,0,0,0,150,151,NA,616,PL,POL
2012,Portugal,pv,115735,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2012,Portugal,cv,47826,Europe,Southern Europe,NA,0,0,0,150,39,NA,620,PT,PRT
2012,Romania,pv,326556,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2012,Romania,cv,11209,Europe,Eastern Europe,NA,0,0,0,150,151,NA,642,RO,ROU
2012,Russia,pv,1970087,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2012,Russia,cv,263016,Europe,Eastern Europe,NA,0,0,0,150,151,NA,643,RU,RUS
2012,Serbia,pv,10227,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2012,Serbia,cv,805,Europe,Southern Europe,NA,0,0,0,150,39,NA,688,RS,SRB
2012,Slovakia,pv,926555,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2012,Slovakia,cv,0,Europe,Eastern Europe,NA,0,0,0,150,151,NA,703,SK,SVK
2012,Slovenia,pv,126836,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
2012,Slovenia,cv,4113,Europe,Southern Europe,NA,0,0,0,150,39,NA,705,SI,SVN
